StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q4,Q71,Q89_1,Q89_2,Q89_3,Q89_4,Q89_5,Q89_6,Q89_7,Q89_8,Q102_First Click,Q102_Last Click,Q102_Page Submit,Q102_Click Count,Q105_First Click,Q105_Last Click,Q105_Page Submit,Q105_Click Count,Q74,Q72,Q113,Q114,Q73,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,Q24,Q24_2_TEXT,Q99,Q87_1,Q87_2,Q87_3,Q87_4,Q87_5,Q87_6,Q87_7,Q87_8,Q87_9,Q87_10,Q87_11,Q87_12,Q87_13,Q77_1,Q77_2,Q77_3,Q77_4,Q77_5,Q77_6,Q77_7,Q77_8,Q77_9,Q77_10,Q77_11,Q75_1,Q75_2,Q75_3,Q75_4,Q75_5,Q75_6,Q101,Q22,Q22_4_TEXT,Q23,Q57,Q57_3_TEXT,Q62,Q62_6_TEXT,Q58,Q59,Q64,Q64_12_TEXT,Q63,Q63_9_TEXT,assigned_group,session_id
2022-09-08 18:55:33,2022-09-08 19:11:22,IP Address,*******,100,949,True,2022-09-08 19:11:22,R_3LXPxMFPopMDo1m,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,627421dfb4821458bda8a8b4,5,4,3,5,3,2,2,2,0,0,36.103,0,0,0,21.297,0,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,609.16,0,No,,"It was not good. I attempted to use the AI in any way that would be helpful, it did not offer any assistance. It barely seemed to comprehend what I was typing. It didn't seem to be a helpful tool in any way, it felt unethical to be used as a mental health companion",1,1,1,1,1,1,2,1,1,1,7,7,1,1,1,1,1,3,1,1,2,1,1,1,5,2,4,5,4,10,highly flawed data,No motive,,It didn't seem to be motivated in any way toward me,Female,,Prefer to self-describe,Pansexual,25-34 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-09-09T00:58:05.111Z
2022-09-08 18:49:47,2022-09-08 19:15:49,IP Address,*******,100,1561,True,2022-09-08 19:15:49,R_wSjFaEmBWMYn3a1,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,616a340bb8b2266e8d6aec88,4,4,4,3,7,4,3,1,39.349,93.559,99.698,3,11.657,19.253,41.733,3,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,391.673,391.673,800.56,1,No,,"As a robot, it could not answer 2 questions and kept getting of course. It was not good. As I was trying to see if the AI was qualified to help my friend,  it was not.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,highly flawed data,No motive,,It seemed to try to be confusing.,Female,,Straight/Heterosexual,,55-64 years old,High school diploma or GED,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-09-09T00:55:21.121Z
2022-09-08 18:58:00,2022-09-08 19:16:26,IP Address,*******,100,1106,True,2022-09-08 19:16:26,R_1KjQYDMys3UnyUa,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,60ff031e8cee740dbb81134e,6,6,4,5,5,3,5,3,25.543,25.543,43.7,1,0,0,102.301,0,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,639.169,0,No,,"I had a very negative experience. The AI robot was talking in circles and not responding correctly to what I was saying. It was very frustrating and annoying, it did not help me feel better at all. ",1,1,1,1,1,1,1,1,1,1,6,7,1,1,1,1,1,1,1,1,1,1,1,1,15,1,5,6,11,15,mixed-quality data,No motive,,"It did not appear that the agent had any motive, the responses were all over the place and did not have a clear direction",Female,,Straight/Heterosexual,,25-34 years old,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-09-09T01:01:39.231Z
2022-09-08 18:58:58,2022-09-08 19:18:02,IP Address,*******,100,1144,True,2022-09-08 19:18:02,R_1OJHhOQQCzLhTUq,*******,*******,*******,*******,*******,*******,anonymous,EN,0.8999999761581421,Yes,60e5033837bb79a92d9beaf6,6,6,5,5,5,3,3,2,12.879,35.076,35.702,4,3.903,20.041,20.67,4,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,8.504,604.882,620.298,3,No,,it was very repetitive. i didn’t think the AI completely understood the sentences and he kept saying the same things over and over again which was really annoying. i like that it looks calming and cute but it definitely needs some work. also it didn’t answer questions properly. it definitely lacked empathy.,1,1,1,1,1,1,2,1,1,3,7,7,1,1,1,1,1,2,1,1,1,1,1,1,13,1,1,15,13,20,highly flawed data,No motive,,"He was very bland and didn’t really show any motivation or encouragement ",Female,,Straight/Heterosexual,,25-34 years old,Associates or technical degree,Native Hawaiian or Other Pacific Islander,,"Yes, Another Hispanic, Latino/a/x or Spanish origin",,1,2022-09-09T01:03:13.446Z
2022-09-08 19:02:13,2022-09-08 19:23:08,IP Address,*******,100,1255,True,2022-09-08 19:23:09,R_3Iaa4xBntZvTm57,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5b27d79e878ec200017b0eb3,6,5,5,5,5,5,4,4,38.819,38.819,40.827,1,5.236,5.236,21.297,1,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,14.628,656.962,657.671,7,No,,There really was not any positive interaction from the agent. they did not seem to know anything or have any feelings. They were not interactive at all and i had to basically start every conversation and get no helpful responses in return,1,1,1,1,1,1,1,1,1,1,6,7,1,2,1,1,1,5,4,2,4,2,2,1,10,9,2,12,11,11,highly flawed data,No motive,,The agent did absolutely nothing to try to help in conversation,Female,,Straight/Heterosexual,,35-44 years old,"Some college, but no degree",White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-09-09T01:06:48.727Z
2022-09-08 19:10:23,2022-09-08 19:24:26,IP Address,*******,100,843,True,2022-09-08 19:24:26,R_2wpBqfmakGzqxDh,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5bf0aea07c3874000169acfd,5,5,3,5,,3,3,2,0,0,39.27,0,0,0,17.058,0,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,601.79,0,No,,"It was boring as it was not really a conversation. The AI was very repetitive ",1,1,1,1,1,1,2,1,1,1,7,7,1,1,1,1,1,5,1,1,1,1,1,1,2,1,2,19,4,12,highly flawed data,No motive,,it seemed just like the AI was not advanced,Female,,Straight/Heterosexual,,18-24 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-09-09T01:12:18.909Z
2022-09-08 19:09:47,2022-09-08 19:25:27,IP Address,*******,100,939,True,2022-09-08 19:25:27,R_3dNefNcln46meUF,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5ef50efb540ce9158a111a6b,7,5,4,7,6,6,7,7,4.721,31.489,32.201,3,3.122,3.122,16.353,1,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,289.488,460.138,617.448,3,No,,"This chatbot is awful. Not just for mental health purposes, bad in general. The sentence structure of its responses is terrible grammatically, and the bit doesn't respond in a reasonable way to anything I say",1,1,1,1,1,1,4,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,highly flawed data,No motive,,"It didn't do anything but prompt me for information ",Male,,Straight/Heterosexual,,25-34 years old,Associates or technical degree,"White/Caucasian,Asian",,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-09-09T01:11:47.462Z
2022-09-08 19:05:57,2022-09-08 19:27:49,IP Address,*******,100,1311,True,2022-09-08 19:27:49,R_r3zJ1GgDzZoW54B,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,630645d6d413efa639c6e2fb,6,5,4,4,4,4,3,3,0,0,99.12,0,0,0,52.835,0,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,547.658,547.658,613.472,1,No,,"I was not that impressed with my experience. I played along for as long as I could, but the conversation was not really going anywhere. The AI I was speaking to was just going in circles, and I don't think they would benefit someone as much as if someone was speaking to a human. ",1,4,3,1,1,1,3,1,1,4,7,6,1,1,2,2,1,1,1,3,1,1,1,1,3,4,2,11,6,7,mixed-quality data,No motive,,because they were going in circles during the conversation,Female,,Straight/Heterosexual,,18-24 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-09-09T01:10:38.303Z
2022-09-08 18:51:52,2022-09-08 19:30:14,IP Address,*******,100,2301,True,2022-09-08 19:30:14,R_2X7f8NJTFUe55rp,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,611bc72e7c1376d6e8fe1dab,5,5,3,5,5,4,3,3,0,0,44.275,0,0,0,24.387,0,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,1800.116,0,No,,The AI was not very good at what it was supposed to do. It did not understand the context of most of my messages or the conversation and therefore was not really able to respond correctly.,1,1,1,1,1,1,1,1,1,2,7,7,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,6,6,14,highly flawed data,No motive,,It didn't really seem to have a purpose or goal.,Female,,Bisexual,,18-24 years old,Bachelor’s degree,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-09-09T00:54:24.562Z
2022-09-08 19:05:25,2022-09-08 19:31:54,IP Address,*******,100,1588,True,2022-09-08 19:31:54,R_ul9xJjr3J5poOnT,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,62aa5a0b9032daf49f5c83b0,7,7,5,6,6,5,6,4,1.872,35.174,36.076,4,3.853,15.846,16.356,6,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,287.804,796.835,1053.981,3,No,,"It felt like I figured the A.I. out and from there it was like it wasnt listening. My experience had nothing to do with mental health but I thought it was very funny. I also forgot that it was supposed to be malicious (and in these types of surveys I ignore suggestions like that anyway because it is too obvious when researchers are trying to make me feel a certain way). I'm not trying to sound like a smartass, but if you want higher quality, genuine reactions, do not make it so straightforward. Also they type so fast that it feels inhuman. Always go for voice instead.",1,1,1,3,1,2,2,1,1,2,7,5,1,1,1,1,1,6,5,2,2,5,5,5,3,2,3,14,5,2,highly flawed data,No motive,,It could only ask questions or make blanket statements. I didnt feel anything except wonder at its A.I.,Male,,Straight/Heterosexual,,18-24 years old,"Some college, but no degree",Asian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-09-09T01:07:16.227Z
2022-09-08 19:12:49,2022-09-08 19:32:28,IP Address,*******,100,1178,True,2022-09-08 19:32:28,R_6nDhXEBQKsB7KI9,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,62ccc09f54fa1d1548c72230,7,4,5,7,3,2,4,3,30.49,30.49,31.054,1,0,0,27.151,0,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,654.853,0,No,,"I tried coming up with and describing a few circumstances where I obviously needed mental help, but the bot kept saying what seemed like random gibberish",1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,2,7,6,2,4,2,2,4,3,6,16,11,12,highly flawed data,No motive,,N/A,Male,,Straight/Heterosexual,,18-24 years old,High school diploma or GED,"American Indian or Alaskan Native,White/Caucasian",,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-09-09T01:16:48.190Z
2022-09-08 19:14:03,2022-09-08 19:35:05,IP Address,*******,100,1261,True,2022-09-08 19:35:05,R_2ckkuHTIooJU6Ys,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,60244e23fb809b11a173aaee,6,5,5,6,5,2,2,5,29.095,40.528,42.377,4,3.876,25.14,26.292,4,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,12.537,32.343,676.356,5,No,,Not great. The AI wasn't good at replying appropriately. It replied with similar texts no matter what was written.,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,6,2,5,5,2,2,5,5,1,1,17,1,12,highly flawed data,No motive,,"It simply seemed uncaring and repetitive, like a program.",Female,,Straight/Heterosexual,,18-24 years old,"Some college, but no degree",Black or African American,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-09-09T01:17:04.807Z
2022-09-08 19:20:37,2022-09-08 19:36:05,IP Address,*******,100,927,True,2022-09-08 19:36:05,R_28U4q92eY8Q4uDk,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5ecb3f0fde02fb6c4a01abde,4,4,3,4,4,2,4,1,0,0,32.197,0,0,0,17.347,0,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,0,0,612.549,0,No,,The robot was boring,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,4,1,6,20,9,4,highly flawed data,No motive,,because it was programmed so,Prefer not to say,,Prefer not to say,,25-34 years old,Prefer not to say,Prefer not to say,,Prefer not to say,,1,2022-09-09T01:23:10.407Z
2022-09-08 19:13:49,2022-09-08 19:36:37,IP Address,*******,100,1368,True,2022-09-08 19:36:38,R_phJ1kLcruPqVM9r,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5f622ab951e8d7229eced89f,6,5,4,6,5,4,6,4,3.308,81.438,126.805,14,1.549,1.549,45.672,1,A mental health companion,No motives,,,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,2.44,612.573,742.448,10,No,,It was a constant back and forth leading to nowhere.,3,4,2,2,2,2,3,3,3,3,6,5,2,4,3,3,4,4,4,3,3,4,3,4,9,3,5,9,8,14,mixed-quality data,No motive,,"I luckily wasn't encountered with the AI asking to make purchase their services, so ot wasn't manipulative, as for caring, it didn't feel that way.",Female,,Bisexual,,18-24 years old,High school diploma or GED,"White/Caucasian,Black or African American",,"No, not of Hispanic, Latino/a/x, or Spanish origin",,1,2022-09-09T01:18:41.433Z
2022-09-08 19:20:37,2022-09-08 19:36:54,IP Address,*******,100,976,True,2022-09-08 19:36:54,R_2D2F49Zil4Dqnwe,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,5e264669d9ab6089713dc62f,6,5,5,5,5,4,2,1,4.941,63.154,64.095,3,4.51,13.377,35.099,5,A mental health companion,,"Caring motives, to improve mental health",,You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,8.078,340.125,603.132,2,No,,This was a bad experience.  It didn't give me any advice.  It wasnt even capable of holding a conversation.,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,5,1,6,10,10,10,highly flawed data,No motive,,I have no idea.  It doesn't make any sense to me at all.,Female,,Straight/Heterosexual,,45-54 years old,High school diploma or GED,White/Caucasian,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,2,2022-09-09T01:23:54.898Z
2022-09-08 19:19:44,2022-09-08 19:37:00,IP Address,*******,100,1035,True,2022-09-08 19:37:00,R_3nOtykBGLzwDWlh,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes,61118b59c27e0581f7112c3d,6,6,6,7,5,3,3,1,3.878,25.09,30.95,6,2.786,18.981,19.389,5,A mental health companion,,,"Manipulative motives, to get you to purchase its service",You are conversing with a mental health conversational agent to determine whether you want to recommend this for your friend.,427.728,427.728,612.599,1,No,,It was kinda boring after the first couple minutes because the ai couldn’t understand and kept repeating itself,1,1,1,1,2,1,1,1,1,7,4,7,1,2,4,1,1,1,1,1,1,1,2,2,1,6,4,20,1,9,highly flawed data,Caring motives,,He kept saying “it’s about you not me” and asking me generous questions,Female,,Straight/Heterosexual,,18-24 years old,"Some college, but no degree",Black or African American,,"No, not of Hispanic, Latino/a/x, or Spanish origin",,3,2022-09-09T01:22:36.882Z
